,contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,Type
0,SPY220202P00300000,300.0,USD,0.01,0.0,0.0,14.0,4833,0.0,0.01,REGULAR,1643760000,1643827857,2.375004062499999,False,P
1,SPY220202P00305000,305.0,USD,0.01,0.0,0.0,1.0,1020,0.0,0.01,REGULAR,1643760000,1643640236,2.312504218749999,False,P
2,SPY220202P00310000,310.0,USD,0.01,0.0,0.0,2955.0,4858,0.0,0.01,REGULAR,1643760000,1643400904,2.187504531249999,False,P
3,SPY220202P00315000,315.0,USD,0.01,0.0,0.0,6110.0,4650,0.0,0.01,REGULAR,1643760000,1643402152,2.125004687499999,False,P
4,SPY220202P00320000,320.0,USD,0.01,0.0,0.0,1.0,1306,0.0,0.01,REGULAR,1643760000,1643827355,2.062504843749999,False,P
5,SPY220202P00325000,325.0,USD,0.01,0.0,0.0,42.0,517,0.0,0.01,REGULAR,1643760000,1643403234,1.9375003125,False,P
6,SPY220202P00330000,330.0,USD,0.02,0.0,0.0,645.0,1195,0.0,0.01,REGULAR,1643760000,1643402126,1.8750006250000002,False,P
7,SPY220202P00335000,335.0,USD,0.02,0.0,0.0,10.0,1232,0.0,0.01,REGULAR,1643760000,1643402303,1.812500937499999,False,P
8,SPY220202P00340000,340.0,USD,0.01,0.0,0.0,1.0,1591,0.0,0.01,REGULAR,1643760000,1643827820,1.71875140625,False,P
9,SPY220202P00345000,345.0,USD,0.01,0.0,0.0,6.0,2345,0.0,0.01,REGULAR,1643760000,1643739316,1.6250018750000002,False,P
10,SPY220202P00350000,350.0,USD,0.01,0.0,0.0,1.0,3476,0.0,0.01,REGULAR,1643760000,1643814169,1.562502187499999,False,P
11,SPY220202P00355000,355.0,USD,0.01,0.0,0.0,1.0,2963,0.0,0.01,REGULAR,1643760000,1643727050,1.5000025,False,P
12,SPY220202P00360000,360.0,USD,0.01,0.0,0.0,3618.0,4645,0.0,0.01,REGULAR,1643760000,1643657129,1.40625296875,False,P
13,SPY220202P00365000,365.0,USD,0.01,0.0,0.0,3438.0,2580,0.0,0.01,REGULAR,1643760000,1643818344,1.312503437499999,False,P
14,SPY220202P00370000,370.0,USD,0.01,0.0,0.0,19983.0,20657,0.0,0.01,REGULAR,1643760000,1643656268,1.250003749999999,False,P
15,SPY220202P00375000,375.0,USD,0.01,0.0,0.0,1497.0,6202,0.0,0.01,REGULAR,1643760000,1643662033,1.1875040625,False,P
16,SPY220202P00380000,380.0,USD,0.01,0.0,0.0,1.0,6660,0.0,0.01,REGULAR,1643760000,1643821572,1.09375453125,False,P
17,SPY220202P00385000,385.0,USD,0.01,0.0,0.0,20.0,2707,0.0,0.01,REGULAR,1643760000,1643819284,1.03125484375,False,P
18,SPY220202P00390000,390.0,USD,0.01,0.0,0.0,3057.0,4046,0.0,0.01,REGULAR,1643760000,1643662693,0.9687503125,False,P
19,SPY220202P00392000,392.0,USD,0.01,0.0,0.0,3253.0,3418,0.0,0.01,REGULAR,1643760000,1643662831,0.9375006250000001,False,P
20,SPY220202P00394000,394.0,USD,0.01,0.0,0.0,2418.0,2659,0.0,0.01,REGULAR,1643760000,1643662770,0.9062509375000001,False,P
21,SPY220202P00395000,395.0,USD,0.01,0.0,0.0,1.0,3255,0.0,0.01,REGULAR,1643760000,1643812200,0.8750012500000001,False,P
22,SPY220202P00396000,396.0,USD,0.01,0.0,0.0,1.0,4731,0.0,0.01,REGULAR,1643760000,1643736655,0.8750012500000001,False,P
23,SPY220202P00398000,398.0,USD,0.01,0.0,0.0,6.0,7726,0.0,0.01,REGULAR,1643760000,1643726650,0.843751562499999,False,P
